Name,Club,Age,League,Height,Body Type,Market Value (EUR),FIFA Strength Score,Game effort
M. Hefele,Huddersfield Town,26,English Premier League,192,Stocky,1800000,70,Medium
L. Garbutt,Everton,24,English Premier League,178,Lean,2100000,70,High
N. Pope,Burnley,25,English Premier League,192,Lean,1800000,70,Medium
E. Mor,RC Celta de Vigo,19,Spanish Primera Division,169,Lean,3800000,70,High
J. Gomez,Liverpool,20,English Premier League,188,Normal,3100000,70,Medium
D. Djené,Getafe CF,25,Spanish Primera Division,176,Normal,1900000,70,Medium
Chuli,Getafe CF,26,Spanish Primera Division,170,Normal,2200000,70,High
K. Laimer,RB Leipzig,20,German Bundesliga,180,Lean,2800000,70,High
O. Burke,West Bromwich Albion,20,English Premier League,188,Normal,3900000,70,High
B. Chilwell,Leicester City,20,English Premier League,178,Normal,2800000,70,High
K. Long,Burnley,26,English Premier League,187,Normal,1800000,70,Low
Fran Villalba,Valencia CF,19,Spanish Primera Division,168,Lean,2800000,70,Medium
C. Akolo,VfB Stuttgart,22,German Bundesliga,172,Normal,3200000,70,High
Iván Alejo,SD Eibar,22,Spanish Primera Division,184,Lean,2500000,70,Medium
J. Schuster,SC Freiburg,32,German Bundesliga,189,Lean,1000000,70,Medium
Mora,Getafe CF,37,Spanish Primera Division,182,Normal,240000,70,Medium
D. Ward,Liverpool,24,English Premier League,191,Lean,2000000,70,Medium
P. Gazzaniga,Tottenham Hotspur,25,English Premier League,196,Normal,1700000,70,Medium
Melendo,RCD Espanyol,19,Spanish Primera Division,167,Normal,3000000,70,Medium
Nacho Gil,Valencia CF,21,Spanish Primera Division,170,Lean,2600000,70,Medium
Toño Ramirez,Real Sociedad,30,Spanish Primera Division,191,Stocky,1100000,70,Medium
S. Lukic,Levante UD,20,Spanish Primera Division,183,Lean,2400000,70,Medium
C. Goldson,Brighton & Hove Albion,24,English Premier League,191,Lean,2100000,70,Medium
Gerard,CD Leganés,22,Spanish Primera Division,188,Lean,2400000,70,Medium
R. Loftus-Cheek,Crystal Palace,21,English Premier League,191,Normal,3900000,70,Medium
Adrián Ortolá,FC Barcelona,23,Spanish Primera Division,182,Lean,2000000,70,Medium
Rafa Navarro,Real Betis Balompié,23,Spanish Primera Division,173,Normal,2300000,70,High
F. Manojlovic,Getafe CF,21,Spanish Primera Division,197,Normal,2100000,70,Medium
F. Gardos,Southampton,28,English Premier League,193,Lean,1400000,70,Medium
J. Pollersbeck,Hamburger SV,22,German Bundesliga,195,Normal,2200000,70,Medium
J. Fulton,Swansea City,23,English Premier League,182,Normal,2700000,70,Low
Dani Giménez,Real Betis Balompié,33,Spanish Primera Division,182,Normal,900000,70,Medium
Aleix García,Girona CF,20,Spanish Primera Division,173,Normal,3100000,70,Medium
J. Brekalo,VfB Stuttgart,19,German Bundesliga,175,Lean,3100000,70,Medium
S. Schipplock,Hamburger SV,28,German Bundesliga,186,Normal,1800000,70,High
Fabián,Real Betis Balompié,21,Spanish Primera Division,189,Lean,2300000,70,Medium
M. Haïdara,Newcastle United,24,English Premier League,181,Normal,2000000,70,High
Óscar Pinchi,RC Deportivo de La Coruña,21,Spanish Primera Division,173,Normal,3200000,70,Medium
Mula,Málaga CF,20,Spanish Primera Division,177,Normal,2900000,70,High
Rubén Sobrino,Deportivo Alavés,25,Spanish Primera Division,185,Lean,2400000,70,Medium
L. Jovic,Eintracht Frankfurt,19,German Bundesliga,181,Normal,3400000,70,Medium
Kike Sola,Athletic Club de Bilbao,31,Spanish Primera Division,185,Normal,1600000,70,Medium
E. Fernandes,West Ham United,21,English Premier League,190,Lean,1900000,69,High
J. Mutch,Crystal Palace,25,English Premier League,184,Normal,1200000,69,Medium
G. Holtmann,1. FSV Mainz 05,22,German Bundesliga,183,Normal,1600000,69,High
R. Kent,SC Freiburg,20,German Bundesliga,172,Lean,1800000,69,Medium
C. Brannagan,Liverpool,21,English Premier League,180,Normal,1700000,69,High
M. Targett,Southampton,21,English Premier League,183,Normal,1600000,69,Medium
E. Cabaco,Levante UD,22,Spanish Primera Division,186,Normal,1500000,69,High
S. Tarashaj,Everton,22,English Premier League,176,Normal,1500000,69,High
E. Berggreen,1. FSV Mainz 05,24,German Bundesliga,194,Normal,1500000,69,High
G. Teigl,FC Augsburg,26,German Bundesliga,183,Lean,1100000,69,High
M. Zimmermann,VfB Stuttgart,25,German Bundesliga,177,Lean,1100000,69,Low
M. Langer,FC Schalke 04,32,German Bundesliga,195,Normal,600000,69,Medium
T. Kleindienst,SC Freiburg,21,German Bundesliga,194,Lean,1600000,69,Medium
J. Meffert,SC Freiburg,22,German Bundesliga,186,Lean,1200000,69,Medium
P. Klandt,SC Freiburg,33,German Bundesliga,184,Normal,525000,69,Medium
T. Tawatha,Eintracht Frankfurt,25,German Bundesliga,176,Normal,1100000,69,High
L. Klünter,1. FC Köln,21,German Bundesliga,184,Lean,1600000,69,Medium
T. Alexander-Arnold,Liverpool,18,English Premier League,175,Lean,1900000,69,High
R. van La Parra,Huddersfield Town,26,English Premier League,181,Normal,1200000,69,Medium
J. Wilson,Manchester United,21,English Premier League,183,Lean,1500000,69,Medium
S. Guirassy,1. FC Köln,21,German Bundesliga,187,Normal,1700000,69,Medium
Y. En-Nesyri,Málaga CF,20,Spanish Primera Division,192,Lean,1700000,69,Medium
M. Olunga Ogada,Girona CF,23,Spanish Primera Division,190,Normal,1600000,69,High
A. Werner,Atlético Madrid,21,Spanish Primera Division,191,Normal,1500000,69,Medium
S. Serdar,1. FSV Mainz 05,20,German Bundesliga,183,Normal,1900000,69,Medium
L. Mousset,Bournemouth,21,English Premier League,184,Lean,1500000,69,Medium
M. Stefaniak,VfL Wolfsburg,22,German Bundesliga,178,Lean,1500000,69,Medium
M. Kone,CD Leganés,25,Spanish Primera Division,176,Lean,1400000,69,High
T. Hoban,Watford,23,English Premier League,188,Lean,1200000,69,Medium
L. Kübler,SC Freiburg,24,German Bundesliga,183,Lean,1100000,69,Medium
M. Arambarri,Getafe CF,21,Spanish Primera Division,176,Normal,1400000,69,Medium
J. Grahl,VfB Stuttgart,28,German Bundesliga,192,Normal,750000,69,Medium
G. Niedermeier,SC Freiburg,31,German Bundesliga,190,Lean,700000,69,Medium
Edu Expósito,RC Deportivo de La Coruña,20,Spanish Primera Division,179,Lean,2300000,69,Medium
L. Bénes,Borussia Mönchengladbach,19,German Bundesliga,181,Normal,2300000,69,Medium
F. Passlack,TSG 1899 Hoffenheim,19,German Bundesliga,170,Stocky,2000000,69,High
Sivera,Deportivo Alavés,20,Spanish Primera Division,184,Normal,950000,68,Medium
M. Grün,VfL Wolfsburg,30,German Bundesliga,190,Normal,575000,68,Medium
A. Isak,Borussia Dortmund,17,German Bundesliga,190,Lean,1800000,68,Medium
M. Cranie,Huddersfield Town,30,English Premier League,183,Normal,650000,68,Medium
S. Ahannach,Brighton & Hove Albion,21,English Premier League,173,Lean,1300000,68,Medium
E. Cecchini,Málaga CF,20,Spanish Primera Division,179,Normal,1400000,68,Medium
S. Kaikai,Crystal Palace,21,English Premier League,182,Lean,1400000,68,Medium
B. Hamer,Leicester City,29,English Premier League,192,Normal,700000,68,Medium
Y. Regäsel,Eintracht Frankfurt,21,German Bundesliga,176,Lean,1100000,68,Medium
B. Thoelke,Hamburger SV,25,German Bundesliga,191,Lean,975000,68,Medium
Lluis López,RCD Espanyol,20,Spanish Primera Division,182,Normal,1300000,68,Low
J. Huth,1. FSV Mainz 05,23,German Bundesliga,185,Normal,1100000,68,Medium
C. Quaner,Huddersfield Town,26,English Premier League,191,Lean,1100000,68,Medium
A. Yoda,Getafe CF,28,Spanish Primera Division,182,Lean,900000,68,Medium
Ander Guevara,Real Sociedad,19,Spanish Primera Division,180,Normal,1200000,68,Medium
M. Olivera,Getafe CF,19,Spanish Primera Division,184,Normal,1400000,68,Medium
A. Barkok,Eintracht Frankfurt,19,German Bundesliga,188,Lean,1900000,68,Medium
J. Skalák,Brighton & Hove Albion,25,English Premier League,177,Stocky,1100000,68,High
E. Thommy,FC Augsburg,22,German Bundesliga,174,Lean,1300000,68,Medium
M. Gouaida,Hamburger SV,24,German Bundesliga,178,Lean,1200000,68,Medium
A. Lindegaard,Burnley,33,English Premier League,193,Lean,450000,68,Medium
R. van Drongelen,Hamburger SV,18,German Bundesliga,188,Normal,1700000,68,Medium
S. Parker,FC Augsburg,24,German Bundesliga,179,Normal,1200000,68,Medium
A. Ordóñez,Eintracht Frankfurt,23,German Bundesliga,186,Normal,1100000,68,Medium
J. Bednarek,Southampton,21,English Premier League,189,Lean,1400000,68,Medium
N. Mäenpää,Brighton & Hove Albion,32,English Premier League,190,Normal,525000,68,Medium
J. Foyth,Tottenham Hotspur,19,English Premier League,187,Lean,1700000,68,Medium
A. Diallo,1. FSV Mainz 05,21,German Bundesliga,186,Lean,1300000,68,Medium
C. Heimeroth,Borussia Mönchengladbach,35,German Bundesliga,194,Normal,210000,68,Medium
Zhang Yuning,SV Werder Bremen,20,German Bundesliga,183,Lean,1500000,68,Medium
J. Eilers,SV Werder Bremen,29,German Bundesliga,187,Lean,875000,68,Medium
J. Horn,1. FC Köln,20,German Bundesliga,186,Normal,1300000,68,Medium
F. Uduokhai,VfL Wolfsburg,19,German Bundesliga,192,Lean,1300000,68,Medium
J. Zimmermann,Eintracht Frankfurt,32,German Bundesliga,190,Normal,525000,68,Medium
A. Grgic,VfB Stuttgart,20,German Bundesliga,188,Normal,1500000,68,Medium
Óscar,Real Madrid CF,19,Spanish Primera Division,174,Normal,1700000,68,Medium
Borja Herrera,UD Las Palmas,24,Spanish Primera Division,178,Lean,1000000,68,High
S. Maier,Hannover 96,23,German Bundesliga,179,Lean,1200000,68,Medium
Eloi Amagat,Girona CF,32,Spanish Primera Division,180,Normal,675000,68,Medium
M. Holgate,Everton,20,English Premier League,184,Lean,1500000,67,Medium
E. Hyndman,Bournemouth,21,English Premier League,170,Normal,1500000,67,High
José Suarez,Girona CF,21,Spanish Primera Division,187,Normal,1000000,67,Medium
V. Yurchenko,Bayer 04 Leverkusen,23,German Bundesliga,181,Lean,1000000,67,Medium
Eneko Capilla,Real Sociedad,22,Spanish Primera Division,167,Lean,1100000,67,Medium
J. Sims,Southampton,20,English Premier League,168,Lean,1700000,67,Medium
D. Calvert-Lewin,Everton,20,English Premier League,187,Lean,1700000,67,High
P. Billing,Huddersfield Town,21,English Premier League,197,Lean,1500000,67,Medium
M. Zetterer,SV Werder Bremen,21,German Bundesliga,187,Stocky,950000,67,Medium
E. Rolón,Málaga CF,22,Spanish Primera Division,178,Normal,1300000,67,Low
Seguín,Athletic Club de Bilbao,22,Spanish Primera Division,179,Normal,1100000,67,High
M. Mittelstädt,Hertha BSC Berlin,20,German Bundesliga,178,Lean,1200000,67,High
Paik Seung Ho,Girona CF,20,Spanish Primera Division,180,Normal,1200000,67,Medium
O. Bulut,SC Freiburg,23,German Bundesliga,179,Lean,975000,67,Medium
C. Mahoney,Bournemouth,20,English Premier League,175,Lean,1200000,67,Medium
H. Robson-Kanu,West Bromwich Albion,28,English Premier League,183,Normal,800000,67,Medium
R. Wiggins,Bournemouth,29,English Premier League,173,Normal,575000,67,Medium
U. Garcia,SV Werder Bremen,21,German Bundesliga,185,Normal,1100000,67,Medium
M. Wolf,Eintracht Frankfurt,22,German Bundesliga,187,Lean,1200000,67,High
B. Özcan,VfB Stuttgart,19,German Bundesliga,180,Lean,1300000,67,Medium
N. Vlašic,Everton,19,English Premier League,178,Normal,1600000,67,Medium
S. McQueen,Southampton,22,English Premier League,180,Normal,950000,67,Medium
Unai Simón,Athletic Club de Bilbao,20,Spanish Primera Division,189,Normal,1200000,67,Medium
Jairo Morillas,RCD Espanyol,23,Spanish Primera Division,185,Lean,1000000,67,High
Bicho,RC Deportivo de La Coruña,21,Spanish Primera Division,173,Normal,1100000,67,Medium
Borja Domingo,Levante UD,21,Spanish Primera Division,187,Normal,1100000,67,Medium
A. Hjulsager,RC Celta de Vigo,22,Spanish Primera Division,175,Lean,1200000,67,Medium
Caio Henrique,Atlético Madrid,19,Spanish Primera Division,181,Lean,1600000,67,Medium
Cristian Rivero,Valencia CF,19,Spanish Primera Division,188,Lean,875000,66,Medium
M. Frey,Bayer 04 Leverkusen,21,German Bundesliga,180,Normal,775000,66,Medium
P. Klement,1. FSV Mainz 05,24,German Bundesliga,174,Normal,850000,66,Medium
S. Taylor,Southampton,36,English Premier League,198,Normal,90000,66,Medium
A. Stolz,TSG 1899 Hoffenheim,33,German Bundesliga,189,Normal,325000,66,Medium
Salva Ruíz,Valencia CF,22,Spanish Primera Division,179,Lean,725000,66,Medium
P. Ochs,TSG 1899 Hoffenheim,20,German Bundesliga,175,Normal,1400000,66,Medium
P. Sisniega,Real Sociedad,21,Spanish Primera Division,192,Normal,750000,66,Medium
Cristo González,Real Madrid CF,19,Spanish Primera Division,180,Lean,1400000,66,Medium
F. Ulvestad,Burnley,25,English Premier League,183,Normal,800000,66,Medium
Luis Fernández,RC Deportivo de La Coruña,23,Spanish Primera Division,175,Normal,875000,66,Medium
R. Oxford,Borussia Mönchengladbach,18,German Bundesliga,191,Lean,1200000,66,Medium
S. Hakšabanovic,West Ham United,18,English Premier League,174,Lean,1300000,66,High
S. Özcan,1. FC Köln,18,German Bundesliga,180,Lean,1300000,66,Medium
J. Riley,Manchester United,20,English Premier League,183,Normal,1000000,66,Medium
A. Mateju,Brighton & Hove Albion,21,English Premier League,184,Normal,850000,66,High
Clavería,Málaga CF,21,Spanish Primera Division,180,Normal,825000,66,Medium
J. Eggestein,SV Werder Bremen,19,German Bundesliga,183,Lean,1400000,66,Medium
D. Whitehead,Huddersfield Town,35,English Premier League,183,Normal,150000,66,Medium
Brais Méndez,RC Celta de Vigo,20,Spanish Primera Division,187,Lean,1200000,66,High
Tià Sastre,RC Celta de Vigo,23,Spanish Primera Division,172,Normal,950000,66,Medium
Álvaro Tejero,Real Madrid CF,20,Spanish Primera Division,174,Normal,1000000,66,Medium
G. Waldschmidt,Hamburger SV,21,German Bundesliga,181,Lean,1000000,66,Medium
S. Moore,Levante UD,20,Spanish Primera Division,180,Normal,900000,66,Medium
N. Lomb,Bayer 04 Leverkusen,23,German Bundesliga,187,Normal,625000,66,Medium
P. Lienhart,SC Freiburg,20,German Bundesliga,185,Normal,975000,66,Medium
Rafa Mir,Valencia CF,19,Spanish Primera Division,189,Lean,975000,66,Medium
B. Mason,Watford,19,English Premier League,173,Lean,1200000,66,High
O. Ejaria,Liverpool,19,English Premier League,183,Lean,1400000,66,Medium
H. Choudhury,Leicester City,19,English Premier League,178,Lean,875000,66,Medium
Brahim Díaz,Manchester City,17,English Premier League,170,Lean,1300000,66,High
D. Dražic,RC Celta de Vigo,21,Spanish Primera Division,178,Lean,1000000,66,High
R. Koch,SC Freiburg,20,German Bundesliga,190,Lean,925000,66,Medium
A. Maitland-Niles,Arsenal,19,English Premier League,177,Lean,1200000,66,Medium
D. Henry,West Ham United,24,English Premier League,188,Normal,750000,66,Medium
S. Sahin-Radlinger,Hannover 96,24,German Bundesliga,196,Normal,600000,66,Medium
Benito,UD Las Palmas,21,Spanish Primera Division,178,Normal,1200000,66,Medium
C. Früchtl,FC Bayern Munich,17,German Bundesliga,193,Normal,975000,65,Medium
Francis,Real Betis Balompié,21,Spanish Primera Division,180,Normal,850000,65,Medium
M. Friedrich,FC Augsburg,21,German Bundesliga,193,Lean,775000,65,Medium
Dani Sotres,RC Celta de Vigo,24,Spanish Primera Division,182,Lean,550000,65,Medium
Ferrán Torres,Valencia CF,17,Spanish Primera Division,180,Normal,1100000,65,High
G. Kobel,TSG 1899 Hoffenheim,19,German Bundesliga,194,Normal,950000,65,Medium
F. Acosta,Villarreal CF,21,Spanish Primera Division,177,Lean,875000,65,Medium
K. Walker-Peters,Tottenham Hotspur,20,English Premier League,174,Normal,1100000,65,High
H. Bjørdal,Brighton & Hove Albion,20,English Premier League,175,Normal,875000,65,Medium
O. Mangala,VfB Stuttgart,19,German Bundesliga,180,Normal,1000000,65,Medium
Diego Alende,RC Celta de Vigo,19,Spanish Primera Division,180,Normal,725000,65,Medium
M. Edwards,Tottenham Hotspur,18,English Premier League,176,Lean,1200000,65,High
V. Osimhen,VfL Wolfsburg,18,German Bundesliga,185,Lean,1100000,65,Medium
Kevin,RC Celta de Vigo,24,Spanish Primera Division,173,Normal,650000,65,Medium
V. Janjicic,Hamburger SV,18,German Bundesliga,180,Stocky,850000,65,Medium
G. Zelalem,Arsenal,20,English Premier League,180,Lean,875000,65,Medium
P. Foden,Manchester City,17,English Premier League,169,Lean,1100000,65,Medium
K. Guédé,SC Freiburg,32,German Bundesliga,184,Stocky,425000,65,Medium
B. Jatta,Hamburger SV,19,German Bundesliga,184,Normal,1000000,65,Medium
J. Lolley,Huddersfield Town,24,English Premier League,178,Lean,675000,65,Medium
J. Torunarigha,Hertha BSC Berlin,19,German Bundesliga,189,Lean,1000000,65,Medium
K. Danso,FC Augsburg,18,German Bundesliga,190,Normal,1000000,65,Medium
Imanol García,Villarreal CF,21,Spanish Primera Division,177,Normal,875000,65,High
T. Mickel,Hamburger SV,28,German Bundesliga,185,Normal,375000,65,Medium
B. Smith,Bournemouth,23,English Premier League,177,Normal,700000,65,Medium
B. Woodburn,Liverpool,17,English Premier League,174,Normal,1100000,65,High
R. Framberger,FC Augsburg,21,German Bundesliga,179,Normal,750000,65,Medium
Javi Jiménez,Valencia CF,20,Spanish Primera Division,182,Normal,700000,65,Medium
Álvaro Arencibia,UD Las Palmas,23,Spanish Primera Division,178,Stocky,675000,65,Medium
A. Legzdins,Burnley,30,English Premier League,191,Normal,350000,65,Medium
Robert Costa,RC Celta de Vigo,23,Spanish Primera Division,184,Normal,750000,65,Medium
D. Burnic,VfB Stuttgart,19,German Bundesliga,181,Lean,1000000,65,Medium
Jesús Areso,Athletic Club de Bilbao,17,Spanish Primera Division,172,Normal,950000,65,Medium
S. Bytyqi,Manchester City,22,English Premier League,185,Normal,625000,64,High
K. Soni,Girona CF,19,Spanish Primera Division,183,Normal,975000,64,Medium
J. Haugaard,Stoke City,25,English Premier League,199,Normal,450000,64,Medium
Julen López,SD Eibar,21,Spanish Primera Division,190,Normal,650000,64,Medium
K. Baysal,Getafe CF,21,Spanish Primera Division,176,Lean,625000,64,Medium
Landeta,Deportivo Alavés,21,Spanish Primera Division,193,Normal,575000,64,Medium
Iván Villar,RC Celta de Vigo,19,Spanish Primera Division,183,Lean,575000,64,Medium
Agus Medina,RC Celta de Vigo,22,Spanish Primera Division,177,Lean,525000,64,Medium
J. Arp,Hamburger SV,17,German Bundesliga,184,Lean,1000000,64,Medium
José Artiles,UD Las Palmas,24,Spanish Primera Division,169,Normal,625000,64,High
Tarsi,Athletic Club de Bilbao,22,Spanish Primera Division,178,Lean,600000,64,Medium
Adrián López,RCD Espanyol,18,Spanish Primera Division,185,Lean,575000,64,Medium
F. Palacios Martínez,RB Leipzig,22,German Bundesliga,170,Lean,625000,64,Medium
A. Gomes,Manchester United,16,English Premier League,168,Normal,975000,64,High
S. Córdova,FC Augsburg,19,German Bundesliga,188,Lean,850000,64,Medium
S. Facey,Manchester City,22,English Premier League,179,Normal,550000,64,Medium
D. Zagadou,Borussia Dortmund,18,German Bundesliga,196,Lean,850000,64,Medium
A. Nübel,FC Schalke 04,20,German Bundesliga,193,Normal,825000,64,Medium
Edu Frias,RCD Espanyol,18,Spanish Primera Division,180,Normal,750000,64,Medium
Manel Royo,RCD Espanyol,23,Spanish Primera Division,183,Normal,525000,64,Medium
W. McKennie,FC Schalke 04,18,German Bundesliga,185,Normal,925000,64,Medium
M. Samuelsen,West Ham United,20,English Premier League,189,Lean,775000,64,Medium
C. Akpom,Arsenal,21,English Premier League,183,Lean,775000,64,Medium
L. Zidane,Real Madrid CF,19,Spanish Primera Division,182,Normal,500000,64,Medium
Andrés Prieto,Málaga CF,23,Spanish Primera Division,194,Normal,550000,64,Medium
K. Gorré,Swansea City,22,English Premier League,178,Normal,675000,64,High
F. Reese,FC Schalke 04,19,German Bundesliga,187,Normal,975000,64,Medium
J. Hesketh,Southampton,21,English Premier League,168,Lean,1000000,64,High
C. Good,Newcastle United,24,English Premier League,187,Normal,550000,64,Medium
D. Eckert,RC Celta de Vigo,20,Spanish Primera Division,181,Normal,750000,64,Medium
G. Itter,VfL Wolfsburg,18,German Bundesliga,185,Lean,825000,64,High
Bengoa,RC Deportivo de La Coruña,22,Spanish Primera Division,176,Normal,675000,64,Medium
S. Field,West Bromwich Albion,19,English Premier League,185,Lean,950000,64,Medium
Deco,Málaga CF,21,Spanish Primera Division,168,Normal,725000,64,Medium
A. Lookman,Everton,19,English Premier League,174,Lean,975000,64,High
R. Zentner,1. FSV Mainz 05,22,German Bundesliga,194,Stocky,550000,64,Medium
D. Mitchell,Manchester United,20,English Premier League,176,Lean,900000,64,High
Jardel,RC Deportivo de La Coruña,19,Spanish Primera Division,184,Normal,625000,63,Medium
P. Köhn,RB Leipzig,19,German Bundesliga,191,Normal,650000,63,Medium
D. Geiger,TSG 1899 Hoffenheim,19,German Bundesliga,172,Lean,775000,63,Medium
N. Schmidt,SV Werder Bremen,19,German Bundesliga,184,Stocky,800000,63,Medium
F. Uzoho,RC Deportivo de La Coruña,18,Spanish Primera Division,196,Normal,625000,63,Medium
Merquelanz,Real Sociedad,22,Spanish Primera Division,176,Normal,575000,63,Medium
M. Friedl,FC Bayern Munich,19,German Bundesliga,187,Lean,700000,63,Medium
S. Kurt,Hertha BSC Berlin,20,German Bundesliga,173,Lean,800000,63,Medium
N. Nartey,1. FC Köln,17,German Bundesliga,185,Lean,725000,63,Medium
Guridi,Real Sociedad,22,Spanish Primera Division,179,Lean,575000,63,Medium
Fabio González,UD Las Palmas,20,Spanish Primera Division,176,Normal,600000,63,Medium
F. Woodman,Newcastle United,20,English Premier League,188,Lean,675000,63,Medium
R. Guerra,Villarreal CF,20,Spanish Primera Division,183,Normal,650000,63,Medium
Pau Torres,Villarreal CF,20,Spanish Primera Division,192,Lean,575000,63,Medium
F. Feuillassier,Real Madrid CF,19,Spanish Primera Division,172,Normal,800000,63,Medium
A. Maier,Hertha BSC Berlin,18,German Bundesliga,183,Lean,750000,63,Medium
E. Rexhbecaj,VfL Wolfsburg,19,German Bundesliga,182,Normal,625000,63,Medium
João Queirós,1. FC Köln,19,German Bundesliga,190,Normal,725000,63,Medium
Sillero,Athletic Club de Bilbao,19,Spanish Primera Division,176,Normal,550000,63,Medium
F. Müller,1. FSV Mainz 05,19,German Bundesliga,190,Lean,650000,63,Medium
J. Sancho,Borussia Dortmund,17,German Bundesliga,178,Lean,800000,63,Medium
Amorrortu,SD Eibar,21,Spanish Primera Division,170,Normal,600000,63,High
S. Müller,1. FC Köln,21,German Bundesliga,190,Normal,400000,63,Medium
J. Clarke-Salter,Chelsea,19,English Premier League,188,Lean,725000,63,Medium
O. McBurnie,Swansea City,21,English Premier League,191,Lean,825000,63,High
M. Cuisance,Borussia Mönchengladbach,17,German Bundesliga,181,Normal,800000,63,Medium
E. Abouchabaka,RB Leipzig,17,German Bundesliga,183,Lean,800000,63,Medium
T. Moore,Arsenal,19,English Premier League,173,Normal,450000,63,High
C. Gribbin,Manchester United,18,English Premier League,182,Normal,750000,63,Medium
Z. Dearnley,Manchester United,18,English Premier League,175,Lean,775000,63,Medium
J. Narváez,Real Betis Balompié,22,Spanish Primera Division,180,Normal,575000,63,Medium
M. Sarr,VfL Wolfsburg,22,German Bundesliga,188,Lean,475000,63,Medium
Einar Galilea,Deportivo Alavés,22,Spanish Primera Division,182,Lean,475000,63,Medium
T. Adarabioyo,Manchester City,19,English Premier League,196,Lean,725000,63,Medium
José Amo,Sevilla FC,19,Spanish Primera Division,181,Normal,500000,63,Medium
Gorosabel,Real Sociedad,20,Spanish Primera Division,174,Lean,575000,63,Medium
Sarriegi,SD Eibar,22,Spanish Primera Division,182,Normal,575000,63,Medium
J. Reine-Adelaïde,Arsenal,19,English Premier League,183,Lean,800000,63,Medium
F. Götze,FC Bayern Munich,19,German Bundesliga,185,Lean,725000,63,Medium
S. McTominay,Manchester United,20,English Premier League,193,Normal,800000,63,Medium
F. Kath,SC Freiburg,22,German Bundesliga,184,Lean,500000,63,Medium
Mario González,Villarreal CF,21,Spanish Primera Division,182,Normal,600000,63,Medium
A. Muric,Manchester City,18,English Premier League,197,Normal,625000,63,Medium
Dani Molina,RC Celta de Vigo,21,Spanish Primera Division,183,Lean,625000,63,Medium
G. Thomas,Leicester City,20,English Premier League,173,Normal,800000,63,High
Abeledo,Málaga CF,21,Spanish Primera Division,182,Lean,625000,63,Medium
Calderón,Getafe CF,22,Spanish Primera Division,182,Normal,500000,63,Medium
Cantero,Villarreal CF,22,Spanish Primera Division,189,Lean,425000,63,Medium
Muguruza,Real Sociedad,23,Spanish Primera Division,171,Normal,600000,63,High
M. Doucouré,Borussia Mönchengladbach,19,German Bundesliga,182,Normal,600000,62,Medium
L. Jones,Liverpool,21,English Premier League,190,Normal,400000,62,Medium
Quique Cebriá,SD Eibar,22,Spanish Primera Division,182,Normal,350000,62,Medium
J. Möbius,VfL Wolfsburg,20,German Bundesliga,179,Normal,675000,62,High
M. Gillesphey,Newcastle United,21,English Premier League,180,Lean,425000,62,Medium
J. Sterry,Newcastle United,21,English Premier League,175,Lean,400000,62,High
R. Hill,Stoke City,19,English Premier League,178,Lean,550000,62,Medium
Queijeiro,RC Deportivo de La Coruña,24,Spanish Primera Division,177,Normal,425000,62,High
J. Flannigan,Southampton,21,English Premier League,180,Normal,525000,62,Medium
N. Schiappacasse,Atlético Madrid,18,Spanish Primera Division,180,Normal,625000,62,Medium
D. Faupala,Manchester City,20,English Premier League,185,Lean,550000,62,Medium
Daniel Raba,Villarreal CF,21,Spanish Primera Division,184,Normal,675000,62,Medium
D. Iversen,Leicester City,19,English Premier League,193,Normal,525000,62,Medium
Álex Centelles,Valencia CF,17,Spanish Primera Division,186,Lean,450000,62,Medium
Miguelón,Villarreal CF,21,Spanish Primera Division,175,Normal,600000,62,Medium
De la Calzada,Valencia CF,22,Spanish Primera Division,191,Normal,375000,62,Medium
Toni Martínez,West Ham United,20,English Premier League,180,Lean,675000,62,Medium
J. Gorenc Stankovic,Huddersfield Town,21,English Premier League,190,Lean,600000,62,Medium
Cristian,SD Eibar,22,Spanish Primera Division,191,Lean,475000,62,Low
T. Ito,Hamburger SV,20,German Bundesliga,166,Lean,525000,62,Medium
F. Ladapo,Crystal Palace,24,English Premier League,183,Normal,400000,62,Medium
M. Bähre,Hannover 96,21,German Bundesliga,177,Lean,475000,62,Medium
N. Kühn,RB Leipzig,17,German Bundesliga,174,Lean,675000,62,Medium
Erik Ruiz,Deportivo Alavés,22,Spanish Primera Division,180,Normal,375000,62,High
F. Baak,Hertha BSC Berlin,18,German Bundesliga,185,Normal,425000,62,Medium
Álex Guanche,UD Las Palmas,23,Spanish Primera Division,180,Lean,325000,62,Medium
K. Yeboah,Borussia Mönchengladbach,23,German Bundesliga,182,Normal,450000,62,Medium
D. Bachmann,Watford,22,English Premier League,191,Normal,375000,62,Medium
J. Villalba,Borussia Mönchengladbach,18,German Bundesliga,174,Lean,625000,62,Medium
Erik Expósito,UD Las Palmas,21,Spanish Primera Division,184,Lean,550000,62,High
K. Bare,Atlético Madrid,19,Spanish Primera Division,174,Normal,575000,62,Medium
K. Jakob,FC Augsburg,19,German Bundesliga,180,Lean,450000,62,Medium
J. Sheehan,Swansea City,22,English Premier League,176,Normal,500000,62,High
G. Zabret,Swansea City,21,English Premier League,187,Normal,425000,62,Medium
A. Meyer,VfB Stuttgart,26,German Bundesliga,195,Normal,260000,62,Medium
Diego Pampín,RC Celta de Vigo,17,Spanish Primera Division,180,Normal,400000,62,Medium
A. Dávila,Real Sociedad,18,Spanish Primera Division,177,Normal,625000,62,Medium
